NAME,INTAKE CODE,COURSE NAME,STUDY MODE,MODULE CODE,MODULE NAME
Bucky Barnes,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Bucky Barnes,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Clint Barton,APDMP2111AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Clint Barton,APDMP2111AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Clint Barton,APDMP2111AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Clint Barton,APDMP2111AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Clint Barton,APDMP2111AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT102-3-M-FL,Fuzzy Logic
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT099-3-M-CIO,Computational Intelligence Optimization
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Jennifer Christen,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Steven Strange,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT102-3-M-FL,Fuzzy Logic
Steven Strange,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Steven Strange,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Steven Strange,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT125-3-M-ODL-AML,Applied Machine Learning
Steve Rogers,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Steve Rogers,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Fortunata Herleva,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Fortunata Herleva,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Fortunata Herleva,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
